iter	AUC	CrossEntropy
138	0.8130165935	0.5128149157
139	0.813080281	0.5128065969
140	0.8131790459	0.512790571
141	0.8132120073	0.5127496702
142	0.813264519	0.5127101966
143	0.8132645488	0.5126696221
144	0.8133130968	0.5126347157
145	0.8133495152	0.5125956092
146	0.8134449124	0.5125810105
147	0.8134192526	0.5125687769
148	0.8134617507	0.5125282432
149	0.8134781122	0.5125018595
150	0.8135538399	0.5124877909
151	0.8135983348	0.5124702154
152	0.8136232197	0.5124544749
153	0.8136674464	0.5124430977
154	0.8136982322	0.5124285806
155	0.8137202263	0.5124004435
156	0.8137767017	0.5123661896
157	0.8138044775	0.5123586456
158	0.8138376772	0.5123265529
159	0.8138137162	0.5123086512
160	0.813817054	0.512301311
161	0.8138435781	0.5122921767
162	0.8138171732	0.5122746012
163	0.813831687	0.5122581267
164	0.8138694763	0.5122476874
165	0.8138739765	0.5122268904
166	0.8139126003	0.5122118431
167	0.8139586449	0.5121863158
168	0.8139606714	0.5121520211
169	0.814011395	0.5121364845
170	0.8140312135	0.5121083066
171	0.8140641451	0.5120835949
172	0.8141196966	0.5120709128
173	0.8141398728	0.5120603511
174	0.8141712248	0.5120339267
175	0.8141286969	0.5120195727
176	0.814132452	0.5120097043
177	0.8141480982	0.5119992242
178	0.8141832948	0.5119885811
179	0.8142181039	0.5119777748
180	0.8142726123	0.5119660713
181	0.814303726	0.5119571001
182	0.8144263327	0.5119251298
183	0.8144788444	0.5119063309
184	0.8144820929	0.5118955654
185	0.8144694269	0.5118856562
186	0.8145051003	0.5118608221
187	0.8145506382	0.5118489148
188	0.8145728409	0.5118368444
189	0.8145671785	0.5118165367
190	0.814591229	0.5117975748
191	0.814627707	0.5117752282
192	0.8146584332	0.5117644219
193	0.8146712482	0.5117503941
194	0.8146971464	0.511740648
195	0.8147163093	0.5117258455
196	0.8147389591	0.5117045591
197	0.8147622049	0.511694446
198	0.8147981763	0.5116869428
199	0.8147817254	0.5116742607
200	0.8148039579	0.5116595805
201	0.8148345649	0.5116491412
202	0.8148644269	0.5116380902
203	0.814889729	0.5116269985
204	0.8149184585	0.5116131338
205	0.8149292767	0.51160298
206	0.8149555326	0.5115816936
207	0.8149708509	0.5115712135
208	0.8150018156	0.511562487
209	0.8150013983	0.5115481329
210	0.815009743	0.5115389578
211	0.8150475621	0.5115303535
212	0.8150956035	0.511519588
213	0.8151291907	0.5115106575
214	0.8151497543	0.5115016455
215	0.8151707053	0.5114801145
216	0.8151933849	0.5114688188
217	0.8152273893	0.511458298
218	0.8152380288	0.5114492044
219	0.8152728677	0.5114276326
220	0.8152986467	0.5114197623
221	0.8153184354	0.5114074065
222	0.8153491914	0.5113958254
223	0.815376699	0.5113791062
224	0.8154104352	0.5113612045
225	0.8154399097	0.5113388987
226	0.8154406846	0.511328337
227	0.8154827952	0.5113117402
228	0.8155059814	0.5113031767
229	0.8154982924	0.5112927375
230	0.8155371845	0.5112745503
231	0.815546602	0.5112676179
232	0.815584451	0.5112596253
233	0.8155903816	0.511249757
234	0.815610528	0.511243314
235	0.8156106472	0.5112357292
236	0.8156440556	0.5112238219
237	0.8156730831	0.5112173789
238	0.8156943917	0.5112073881
239	0.8156768084	0.5111929118
240	0.8156685829	0.5111797811
241	0.8156867623	0.5111730527
242	0.8157050014	0.5111631435
243	0.815688014	0.5111484225
244	0.8157124519	0.5111390434
245	0.8157515824	0.5111300314
246	0.8157633543	0.5111225282
247	0.8157714903	0.5111067877
248	0.8157765269	0.511096797
249	0.8157810867	0.5110856237
250	0.8157532215	0.5110682928
251	0.8157491684	0.5110572011
252	0.815776825	0.5110486376
253	0.8158101141	0.5110400334
254	0.8158286512	0.5110243336
255	0.8158328533	0.5110145468
256	0.8158706725	0.5110052086
257	0.8158953488	0.5109966451
258	0.8159127533	0.5109901613
259	0.8159096241	0.5109820056
260	0.8159106374	0.5109729936
261	0.8159390986	0.5109657758
262	0.8159459233	0.5109541131
263	0.8159359992	0.5109419204
264	0.8159487247	0.5109319297
265	0.8159661889	0.5109225914
266	0.8159954548	0.5109139056
267	0.8159950376	0.5108954737
268	0.8160211742	0.5108859723
269	0.8160338104	0.5108760632
270	0.8160298467	0.5108643598
271	0.8160586655	0.5108560002
272	0.8160616159	0.5108456017
273	0.8161160946	0.5108353255
274	0.8161380887	0.5108269251
275	0.8161565065	0.5108157926
276	0.8161727488	0.5108092681
277	0.8162121773	0.5107989103
278	0.8162136078	0.5107872477
279	0.8161916137	0.5107770123
280	0.8162212074	0.5107708955
281	0.816221267	0.5107580911
282	0.8162330389	0.5107501801
283	0.8162562251	0.5107434109
284	0.8162485659	0.5107330939
285	0.8162558377	0.5107196778
286	0.8162732124	0.5107090754
287	0.816293031	0.5107008789
288	0.8163178563	0.5106906435
289	0.8163350821	0.5106818762
290	0.8163509667	0.5106750254
291	0.8163844347	0.510665891
292	0.816400975	0.5106590402
293	0.8164148927	0.5106483563
294	0.8164439797	0.5106398336
295	0.8164720833	0.5106246232
296	0.8164768219	0.5106142655
297	0.816490382	0.5105997891
298	0.8165098131	0.5105847011
299	0.8165398836	0.5105769124
300	0.816531539	0.5105683897
301	0.816555202	0.5105621914
302	0.8165723085	0.5105530162
303	0.8165698349	0.5105456353
304	0.8165872395	0.5105341358
305	0.816601187	0.5105245529
306	0.8166163564	0.5105150515
307	0.8166105449	0.510509261
308	0.8166160583	0.5104986993
309	0.8166334033	0.5104916854
310	0.816639781	0.5104766382
311	0.8166568875	0.5104703991
312	0.8166624308	0.5104615094
313	0.8166387081	0.5104507846
314	0.816654712	0.5104434037
315	0.8166565299	0.5104365122
316	0.8166786432	0.5104260321
317	0.816693902	0.5104112295
318	0.8167096674	0.5104018913
319	0.8167208433	0.5103926346
320	0.8167307377	0.5103812574
321	0.8167466819	0.5103689423
322	0.8167225718	0.51035887
323	0.8167314529	0.5103485938
324	0.8167468607	0.510338807
325	0.8167454004	0.5103295503
326	0.8167627752	0.5103217616
327	0.8168053925	0.5103054502
328	0.816827625	0.5102966421
329	0.8168432117	0.5102857542
330	0.8168658018	0.5102753965
331	0.816889286	0.5102653242
332	0.8169031143	0.5102587589
333	0.8169238567	0.510250277
334	0.816942513	0.5102390629
335	0.8169500232	0.5102298062
336	0.816950202	0.510220998
337	0.8169443607	0.5102117005
338	0.8169570863	0.5102030147
339	0.8169762194	0.510197999
340	0.8169943988	0.5101882937
341	0.8170102835	0.5101812798
342	0.8170272708	0.5101716153
343	0.8170495629	0.5101648869
344	0.8170783818	0.5101535505
345	0.8170819283	0.5101462103
346	0.8170909286	0.5101340991
347	0.8170995712	0.5101220695
348	0.8171147704	0.510113873
349	0.8171333075	0.5101056358
350	0.8171465397	0.5100999676
351	0.8171821535	0.5100901807
352	0.8171877265	0.5100814949
353	0.8171995878	0.5100714634
354	0.8172166944	0.5100619621
355	0.8172245622	0.5100570279
356	0.8172347546	0.5100485459
357	0.8172537684	0.5100431224
358	0.8172749281	0.5100313374
359	0.8172993958	0.5100208166
360	0.8173139691	0.5100133541
361	0.8173117638	0.5100065033
362	0.8173300326	0.509999938
363	0.8173340261	0.5099919047
364	0.8173381984	0.5099868074
365	0.8173584342	0.5099774283
366	0.8173665702	0.5099693134
367	0.8173792362	0.5099605868
368	0.8174016476	0.5099518602
369	0.8174192607	0.5099423588
370	0.8174293041	0.5099344478
371	0.8174416423	0.5099258843
372	0.8174595833	0.5099183403
373	0.8174817562	0.5099135285
374	0.8174711466	0.5099039455
375	0.8174967766	0.5098967685
376	0.8175037205	0.5098899585
377	0.8175082207	0.5098833524
378	0.8175248206	0.5098730762
379	0.8175413609	0.5098589669
380	0.8175544441	0.5098507704
381	0.8175747097	0.5098445313
382	0.817592144	0.5098378844
383	0.8176062107	0.5098328687
384	0.8176233172	0.5098252431
385	0.8176599145	0.5098166389
386	0.8176597953	0.5098088909
387	0.817683965	0.509800776
388	0.8176828623	0.5097904591
389	0.8176832199	0.5097838937
390	0.81769678	0.509776676
391	0.8177059889	0.5097725166
392	0.8176998496	0.5097649725
393	0.8177116513	0.5097571023
394	0.8177062273	0.5097491505
395	0.8177228272	0.5097397715
396	0.8177440464	0.5097327576
397	0.8177403808	0.5097276603
398	0.8177564144	0.5097184443
399	0.8177813292	0.5097060477
400	0.8178015649	0.5096987891
401	0.817810297	0.5096906742
402	0.8178152144	0.5096853322
403	0.8178164065	0.5096788484
404	0.8178337216	0.509672854
405	0.8178335428	0.5096655954
406	0.817856282	0.5096560125
407	0.8178687692	0.5096487947
408	0.8178754747	0.5096429226
409	0.8178875446	0.5096374583
410	0.8179002702	0.5096304852
411	0.8179133534	0.5096231451
412	0.8179341853	0.5096162127
413	0.8179381192	0.5096127873
414	0.8179626763	0.5096045501
415	0.8179687262	0.5095959866
416	0.8179789484	0.5095905223
417	0.8179860413	0.5095801646
418	0.817997992	0.5095728652
419	0.8180122674	0.5095666669
420	0.8180262148	0.5095575733
421	0.8180238008	0.5095522721
422	0.8180446327	0.5095413843
423	0.8180608153	0.5095344519
424	0.8180724084	0.5095252768
425	0.8180790544	0.5095170803
426	0.818079561	0.5095110043
427	0.8180860877	0.5095032156
428	0.8181000054	0.5094949784
429	0.8181075454	0.5094869042
430	0.8181200027	0.5094787486
431	0.8181381226	0.509470022
432	0.8181607127	0.509461173
433	0.8181650937	0.5094541184
434	0.818169117	0.5094463705
435	0.8181792498	0.5094396828
436	0.8181978464	0.5094305892
437	0.8182037175	0.5094242278
438	0.8182148635	0.5094163167
439	0.8182245493	0.5094079571
440	0.8182416558	0.5094004539
441	0.8182533383	0.5093928283
442	0.8182570338	0.5093821036
443	0.8182784319	0.5093714604
444	0.8182932436	0.5093624484
445	0.8183039129	0.5093548228
446	0.8183228672	0.5093454438
447	0.818328321	0.5093393678
448	0.8183386922	0.5093312936
449	0.8183504343	0.5093265226
450	0.8183461428	0.509317062
451	0.8183440566	0.5093073567
452	0.8183583021	0.5092993641
453	0.8183725178	0.5092886802
454	0.8183745146	0.5092823187
455	0.8183790743	0.5092735921
456	0.8183888197	0.5092661705
457	0.8183977008	0.5092567914
458	0.8184095323	0.5092496552
459	0.8184469044	0.5092399499
460	0.8184548318	0.5092325282
461	0.8184717	0.5092245356
462	0.8184860349	0.5092174402
463	0.8185170591	0.5092073271
464	0.8185285926	0.5091994161
465	0.818533361	0.5091943188
466	0.8185532987	0.5091868971
467	0.8185735345	0.5091799648
468	0.8185757697	0.5091723392
469	0.8185890913	0.5091633272
470	0.8185871542	0.5091564356
471	0.8185983002	0.5091494217
472	0.8186093867	0.5091411437
473	0.818631351	0.5091302966
474	0.8186537623	0.5091221002
475	0.8186664879	0.5091112531
476	0.8186727762	0.5091049324
477	0.818677783	0.5091011808
478	0.8187127709	0.5090859297
479	0.8187142611	0.5090775293
480	0.8187230527	0.5090716572
481	0.8187332153	0.5090600354
482	0.8187295198	0.5090512272
483	0.8187478185	0.509038382
484	0.818769455	0.5090305933
485	0.8187839985	0.5090230901
486	0.8187827468	0.5090162393
487	0.8187856078	0.5090073496
488	0.8187888861	0.5089981744
489	0.8187968135	0.5089888362
490	0.8188107312	0.5089796202
491	0.8188406527	0.5089707713
492	0.8188314438	0.5089616369
493	0.8188549876	0.5089500966
494	0.8188709617	0.5089418594
495	0.8188841641	0.5089326842
496	0.8188920021	0.5089225304
497	0.8188864589	0.5089151087
498	0.8189113736	0.5089020596
499	0.818921268	0.5088923136
500	0.8189361393	0.5088861152
501	0.8189291656	0.5088761245
502	0.818931371	0.5088689883
503	0.8189418316	0.5088634016
504	0.8189404011	0.5088537779
505	0.8189517856	0.5088472534
506	0.8189629316	0.5088348159
507	0.8189610243	0.5088259262
508	0.8189356327	0.5088171589
509	0.8189731836	0.5088063933
510	0.8190196455	0.5087896334
511	0.819028914	0.5087798466
512	0.8190438449	0.5087706306
513	0.819056958	0.5087602321
514	0.8190543652	0.5087519133
515	0.8190585673	0.5087440839
516	0.8190793097	0.5087343378
517	0.8190852702	0.5087229198
518	0.8190885186	0.5087142748
519	0.8190909624	0.50870669
520	0.8190845251	0.5086989013
521	0.8191120625	0.5086840172
522	0.8191273808	0.5086738226
523	0.8191303015	0.5086667679
524	0.8191500902	0.5086570626
525	0.819182694	0.5086449107
526	0.8191955984	0.5086345121
527	0.8191938102	0.5086254593
528	0.8192130625	0.50861135
529	0.8192273974	0.5086000136
530	0.8192566037	0.5085864751
531	0.8192905188	0.5085737115
532	0.8193038404	0.5085620896
533	0.8193156719	0.5085540562
534	0.8193243444	0.5085458598
535	0.8193328977	0.5085360322
536	0.819335252	0.5085264492
537	0.8193314672	0.5085186198
538	0.8193357289	0.5085068348
539	0.819349587	0.5084912574
540	0.8193639517	0.5084815114
541	0.8193709254	0.5084718061
542	0.819386363	0.5084588386
543	0.8193871975	0.5084512538
544	0.8194183409	0.5084366143
545	0.8194614053	0.5084221379
546	0.8194693029	0.5084145531
547	0.8194690943	0.5084051333
548	0.819470197	0.5083943678
549	0.8194807172	0.508384214
550	0.8194698095	0.5083749573
551	0.8194885552	0.5083627645
552	0.8195025623	0.5083541603
553	0.8195036352	0.5083451074
554	0.8195133805	0.5083360546
555	0.8195154667	0.5083252075
556	0.8195269406	0.5083153799
557	0.8195497394	0.5083029425
558	0.819547087	0.508293278
559	0.819545418	0.5082840213
560	0.8195483387	0.5082742345
561	0.8195871711	0.5082579639
562	0.8196212649	0.5082414486
563	0.8196484149	0.5082277878
564	0.8196592927	0.5082181233
565	0.8196685612	0.5082076433
566	0.8196926117	0.5081930038
567	0.8197008371	0.5081816266
568	0.8197195232	0.5081728592
569	0.8197343051	0.5081619306
570	0.8197562397	0.5081530817
571	0.8197589517	0.5081434987
572	0.8197801113	0.5081330187
573	0.8197940588	0.5081244552
574	0.8197931647	0.5081124663
575	0.8198095858	0.5081025979
576	0.819809854	0.5080923626
577	0.8198131323	0.5080826165
578	0.8198299408	0.5080692412
579	0.8198279738	0.5080577824
580	0.8198377192	0.5080470169
581	0.8198546171	0.5080370262
582	0.8198663294	0.5080256898
583	0.8198816478	0.5080127222
584	0.8199051619	0.5080021198
585	0.8199191689	0.5079903756
586	0.8199274242	0.5079814044
587	0.8199474216	0.507968029
588	0.8199511468	0.5079552246
589	0.8199582994	0.5079444999
590	0.8199737072	0.5079329596
591	0.8199843466	0.5079225611
592	0.8199842572	0.5079119179
593	0.8199872375	0.507903069
594	0.8199979961	0.5078947501
595	0.8200071752	0.5078849225
596	0.8200151324	0.5078748095
597	0.8200297952	0.5078618419
598	0.8200384378	0.5078496084
599	0.8200321794	0.5078407187
600	0.8200245202	0.5078321552
601	0.8200334311	0.5078214305
602	0.8200480938	0.5078101756
603	0.820052743	0.5078016937
604	0.8200547695	0.5077917845
605	0.8200701773	0.5077808967
606	0.8200830817	0.5077689078
607	0.8201021552	0.5077574491
608	0.8201109171	0.5077486002
609	0.8201324344	0.5077384871
610	0.8201470375	0.5077280886
611	0.8201634884	0.5077158551
612	0.8201835752	0.5077050488
613	0.8201854527	0.5076952212
614	0.820202291	0.5076848634
615	0.8202123046	0.5076729153
616	0.8202321529	0.5076650859
617	0.8202392161	0.5076568894
618	0.8202501535	0.5076475919
619	0.8202748895	0.5076337272
620	0.8202835321	0.5076245929
621	0.8203014135	0.5076131749
622	0.8203109503	0.5076005336
623	0.8203191161	0.5075909099
624	0.8203254938	0.5075825095
625	0.820338428	0.5075699497
626	0.8203481734	0.5075604484
627	0.8203634024	0.5075510285
628	0.8203671575	0.5075434437
629	0.8203779459	0.5075329229
630	0.8203766942	0.5075242779
631	0.8203917444	0.5075131453
632	0.820402354	0.5075034401
633	0.8204075396	0.507494061
634	0.8204189241	0.5074849267
635	0.8204250038	0.5074758738
636	0.8204415143	0.5074681667
637	0.820445925	0.5074578498
638	0.8204495311	0.5074478183
639	0.8204629719	0.5074397849
640	0.8204609454	0.5074324448
641	0.820464164	0.507424126
642	0.8204732239	0.5074147469
643	0.8204881549	0.5074039814
644	0.8205012977	0.5073942354
645	0.8205119669	0.5073826135
646	0.8205261827	0.5073713586
647	0.8205356002	0.5073625913
648	0.8205399811	0.5073506432
649	0.8205554187	0.507339266
650	0.8205618858	0.5073310695
651	0.8205613494	0.507323811
652	0.8205677271	0.5073150436
653	0.8205790818	0.50730595
654	0.8205961585	0.5072961632
655	0.8206170797	0.5072842966
656	0.8206272125	0.5072762633
657	0.8206418753	0.5072673328
658	0.8206555545	0.5072580353
659	0.8206748366	0.5072488602
660	0.8206845522	0.5072401743
661	0.8206916153	0.5072309992
662	0.8207010627	0.5072192958
663	0.8207131922	0.5072091012
664	0.8207247257	0.5072022912
665	0.8207404315	0.5071925451
666	0.8207460046	0.507183003
667	0.8207586706	0.5071730938
668	0.820769757	0.5071650604
669	0.8207776845	0.5071557629
670	0.8207829595	0.5071477704
671	0.8207994103	0.5071365155
672	0.8208112419	0.5071270549
673	0.8208223283	0.50711894
674	0.82083565	0.507109928
675	0.8208522499	0.5070983061
676	0.8208633661	0.507087826
677	0.8208744526	0.5070806082
678	0.8208855391	0.5070697204
679	0.8208978176	0.5070606268
680	0.8209163249	0.507050106
681	0.820917666	0.5070411347
682	0.8209242821	0.5070330606
683	0.8209360838	0.5070244971
684	0.8209409714	0.5070146695
685	0.8209536076	0.5070067177
686	0.820959419	0.5069970532
687	0.8209761381	0.5069871032
688	0.8209885657	0.5069789068
689	0.8210013211	0.5069698947
690	0.8210143447	0.5069620653
691	0.8210242391	0.5069537465
692	0.8210324049	0.5069464471
693	0.8210350871	0.5069371904
694	0.8210434914	0.5069299726
695	0.8210549653	0.5069219393
696	0.8210688233	0.5069131719
697	0.8210728168	0.5069055871
698	0.8210867643	0.5068970236
699	0.8210975528	0.5068889903
700	0.8211147189	0.5068787141
701	0.8211134374	0.5068714963
702	0.8211095631	0.5068636669
703	0.8211194873	0.5068556335
704	0.8211351037	0.5068469069
705	0.8211457729	0.5068376094
706	0.8211551905	0.5068300654
707	0.8211625218	0.5068213388
708	0.8211675882	0.5068121637
709	0.8211880922	0.5068033147
710	0.8211971521	0.5067959338
711	0.8212128878	0.5067858616
712	0.8212183714	0.5067785622
713	0.8212313056	0.5067692239
714	0.821243912	0.5067613537
715	0.8212566674	0.5067540136
716	0.8212662935	0.5067450423
717	0.821282804	0.5067362342
718	0.8213029802	0.5067266105
719	0.8213149905	0.5067207384
720	0.8213132322	0.5067137652
721	0.8213280141	0.506705528
722	0.821344465	0.506696883
723	0.8213529885	0.5066889719
724	0.8213504553	0.5066808978
725	0.8213576674	0.5066719265
726	0.8213719726	0.5066616504
727	0.8213842809	0.5066544326
728	0.8213950992	0.5066452982
729	0.821403712	0.5066372649
730	0.8214200139	0.5066287422
731	0.8214197457	0.5066214428
732	0.8214422464	0.5066112074
733	0.8214551806	0.5066032964
734	0.8214606941	0.5065955077
735	0.8214751482	0.5065846606
736	0.821485132	0.5065771574
737	0.8215013146	0.5065692056
738	0.8215096593	0.5065613354
739	0.8215279877	0.5065518748
740	0.8215386271	0.506542251
741	0.8215425611	0.5065356857
742	0.8215468526	0.5065292427
743	0.8215587139	0.5065208016
744	0.8215727806	0.5065114633
745	0.8215849698	0.5065042047
746	0.8216004074	0.5064958044
747	0.8216099739	0.5064892391
748	0.8216246963	0.5064807164
749	0.8216377795	0.5064737432
750	0.821652621	0.5064660769
751	0.8216661811	0.5064591853
752	0.8216820359	0.5064485829
753	0.8216946125	0.5064402641
754	0.82170555	0.5064305181
755	0.8217153549	0.5064243605
756	0.821728617	0.5064170204
757	0.8217374682	0.5064105774
758	0.8217516243	0.5064019324
759	0.8217656016	0.506394633
760	0.8217673302	0.5063866405
761	0.8217814863	0.506377343
762	0.8217884302	0.5063699213
763	0.8218064308	0.5063615617
764	0.8218228519	0.5063527128
765	0.8218320906	0.506345128
766	0.821844846	0.5063372577
767	0.821860522	0.5063273078
768	0.8218719959	0.5063191521
769	0.8218806684	0.5063119343
770	0.8218900263	0.5063037379
771	0.8219000101	0.506294318
772	0.8219152093	0.50628604
773	0.8219284117	0.5062792708
774	0.8219412863	0.5062716452
775	0.8219553232	0.5062643459
776	0.8219686747	0.5062576582
777	0.8219740689	0.5062518677
778	0.8219809532	0.5062422847
779	0.8219905198	0.5062361679
780	0.822011292	0.5062274414
781	0.8220264018	0.5062207537
782	0.8220387399	0.5062115785
783	0.8220441639	0.5062062366
784	0.8220579624	0.5061985294
785	0.8220663667	0.5061913524
786	0.8220809698	0.5061833598
787	0.8220907152	0.5061755304
788	0.8221055269	0.506166029
789	0.82211411	0.5061573432
790	0.8221203983	0.5061502477
791	0.8221322	0.5061438863
792	0.8221431077	0.5061366685
793	0.8221570849	0.5061297362
794	0.8221785426	0.5061200717
795	0.8221859038	0.5061124461
796	0.822198689	0.5061041681
797	0.8222136497	0.5060959716
798	0.8222266436	0.506088346
799	0.822237283	0.5060799865
800	0.8222471476	0.5060739512
801	0.8222613335	0.5060656324
802	0.8222669363	0.5060578845
803	0.8222813308	0.5060511969
804	0.8222954273	0.5060423479
805	0.8223085403	0.5060344777
806	0.8223173022	0.5060269745
807	0.8223303854	0.5060199606
808	0.8223446012	0.5060109893
809	0.8223590851	0.5060032006
810	0.8223699927	0.5059937808
811	0.8223774731	0.5059846464
812	0.822393775	0.5059765723
813	0.8224098682	0.5059675195
814	0.8224210143	0.5059594453
815	0.8224272132	0.5059527577
816	0.822437048	0.5059450098
817	0.822442174	0.5059390561
818	0.8224503994	0.5059336326
819	0.8224560618	0.505928576
820	0.8224714398	0.5059200941
821	0.822486937	0.5059132841
822	0.8224993348	0.5059056993
823	0.8225120008	0.5058984815
824	0.8225273192	0.5058897957
825	0.8225369453	0.5058803759
826	0.8225496113	0.505872261
827	0.822561264	0.5058642276
828	0.8225777745	0.5058553379
829	0.8225922287	0.5058480386
830	0.8225998282	0.505841514
831	0.8226164579	0.5058329098
832	0.8226273954	0.5058239793
833	0.822640121	0.5058175771
834	0.8226566613	0.5058077903
835	0.8226689994	0.5057997569
836	0.8226805031	0.505791642
837	0.8226861954	0.5057845873
838	0.8226972818	0.505779123
839	0.8227156997	0.505771579
840	0.8227263987	0.5057645243
841	0.8227353096	0.5057577959
842	0.8227416873	0.5057508227
843	0.8227555454	0.5057429933
844	0.8227645755	0.5057365911
845	0.822778821	0.5057292509
846	0.8227925301	0.5057225633
847	0.8228102326	0.5057144891
848	0.8228225708	0.5057083316
849	0.8228215575	0.5057015216
850	0.82282722	0.5056948747
851	0.8228414059	0.5056882278
852	0.8228455484	0.5056824781
853	0.8228615522	0.5056747301
854	0.8228804469	0.5056667376
855	0.8228912354	0.5056596829
856	0.8228977919	0.505653403
857	0.8229042888	0.5056489989
858	0.8229171038	0.5056421074
859	0.8229279518	0.5056346041
860	0.8229381144	0.5056269786
861	0.822945863	0.5056193938
862	0.8229601681	0.5056104225
863	0.8229652345	0.5056057738
864	0.8229812384	0.505598189
865	0.8229897618	0.5055918683
866	0.8230021298	0.5055848136
867	0.8230117857	0.5055765356
868	0.8230222464	0.5055696848
869	0.8230380118	0.5055624263
870	0.8230397999	0.505556595
871	0.8230573833	0.5055483985
872	0.8230666518	0.5055425264
873	0.8230748773	0.5055353086
874	0.8230825365	0.5055298035
875	0.8230957687	0.5055225449
876	0.8231131136	0.5055147563
877	0.8231256604	0.5055048063
878	0.8231288195	0.5054997498
879	0.82313779	0.5054919611
880	0.8231512308	0.505484988
881	0.8231611252	0.5054773216
882	0.8231715262	0.5054701446
883	0.8231832981	0.5054625598
